Key,Source,Context,Changes,English
farmLifeFruitSmoothieForDumbfucksDesc,items,Item,KgNone,Learn how to make wonderful Fruit Smoothie
farmLifeBestApproaches:RigatoniDesc,items,Item,KgNone,Learn how to make wonderful Rigatoni
farmLifeFriedOkraJUSTDOIT!Desc,items,Item,KgNone,Learn how to make wonderful Fried Okra
farmLifeMeatballs101Desc,items,Item,KgNone,Learn how to make wonderful Meatballs
farmLifeSteakBurritoJUSTDOIT!Desc,items,Item,KgNone,Learn how to make wonderful Steak Burrito
farmLifeTheWayToSpiritsVatDesc,items,Item,KgNone,Learn how to make wonderful Spirits Vat
farmLifeTheBasics:BurgerBasketDesc,items,Item,KgNone,Learn how to make wonderful Burger Basket
farmLifeUnderstanding:SmokedPorkRibsDesc,items,Item,KgNone,Learn how to make wonderful Smoked Pork Ribs
farmLifeRomaineSaladbystasis78Desc,items,Item,KgNone,Learn how to make wonderful Romaine Salad
farmLifeSwissCheeseJUSTDOIT!Desc,items,Item,KgNone,Learn how to make wonderful Swiss Cheese
farmLifeTheBasics:CherryIceCreamDesc,items,Item,KgNone,Learn how to make wonderful Cherry Ice Cream
farmLifeGrandmasBestPastaHelperDesc,items,Item,KgNone,Learn how to make wonderful Pasta Helper
farmLifeHow-ToSideofBaconDesc,items,Item,KgNone,Learn how to make wonderful Side of Bacon
farmLifeEverythingAbout:CannedOlivesDesc,items,Item,KgNone,Learn how to make wonderful Canned Olives
farmLifeTheBESTGrilledSquashever!Desc,items,Item,KgNone,Learn how to make wonderful Grilled Squash
farmLifeEverythingAbout:KetchupDesc,items,Item,KgNone,Learn how to make wonderful Ketchup
farmLifeTheBESTBeerDoubleIPAever!Desc,items,Item,KgNone,Learn how to make wonderful Beer Double IPA
farmLifeGrandmasBestSpicyBBQSauceDesc,items,Item,KgNone,Learn how to make wonderful Spicy BBQ Sauce
farmLifeMastering:BeerCheapDesc,items,Item,KgNone,Learn how to make wonderful Beer Cheap
farmLifeTheBrewingMethodDesc,items,Item,KgNone,Go on a Farm Life adventure!
farmLifeMasherJUSTDOIT!Desc,items,Item,KgNone,Learn how to make wonderful Masher
farmLifeBestApproaches:ChipsandSalsaDesc,items,Item,KgNone,Learn how to make wonderful Chips and Salsa
farmLifeHow-ToBiscuitsandGravyDesc,items,Item,KgNone,Learn how to make wonderful Biscuits and Gravy
farmLifeAdvanced-WokDesc,items,Item,KgNone,Learn how to make wonderful Wok
farmLifeSpicySalsa-TechniquesDesc,items,Item,KgNone,Learn how to make wonderful Spicy Salsa
farmLifeMakinganExpert:CheddarDesc,items,Item,KgNone,Learn how to make wonderful Cheddar
farmLifeBiscuitJUSTDOIT!Desc,items,Item,KgNone,Learn how to make wonderful Biscuit
farmLifeTheWayToShreddedCarrotDesc,items,Item,KgNone,Learn how to make wonderful Shredded Carrot
farmLifeEverythingAbout:ChileRellenoDesc,items,Item,KgNone,Learn how to make wonderful Chile Relleno
farmLifeBeerStout101Desc,items,Item,KgNone,Learn how to make wonderful Beer Stout
farmLifeGasOvenVolume1Desc,items,Item,KgNone,A Gas Oven will make your Farm Life even better.
farmLifeMakinganExpert:MixingBowlDesc,items,Item,KgNone,Forge your way to a nice Mixing Bowl
farmLifeTheBoilerMethodDesc,items,Item,KgNone,Forge your way to a nice Boiler
farmLifeFruitPancakes-YOUCanTooDesc,items,Item,KgNone,Learn how to make wonderful Fruit Pancakes
farmLifeSalmonFillet-TechniquesDesc,items,Item,KgNone,Learn how to make wonderful Salmon Fillet
farmLifeMakinganExpert:SmokedSalmonDesc,items,Item,KgNone,Learn how to make wonderful Smoked Salmon
farmLifeMakinganExpert:BrazilianGrilledPineappleDesc,items,Item,KgNone,Learn how to make wonderful Brazilian Grilled Pineapple
farmLifeTheBasics:LivestockDesc,items,Item,KgNone,Go on a Farm Life adventure!
farmLifeHow-ToBeetSaladDesc,items,Item,KgNone,Learn how to make wonderful Beet Salad
farmLifeMastering:SmokedSalmonSaladDesc,items,Item,KgNone,Learn how to make wonderful Smoked Salmon Salad
farmLifeEverythingAbout:MincedOnionDesc,items,Item,KgNone,Learn how to make wonderful Minced Onion
farmLifeBestApproaches:BoiledRigatoniDesc,items,Item,KgNone,Learn how to make wonderful Boiled Rigatoni
farmLifeEverythingAbout:SpatulaDesc,items,Item,KgNone,Forge your way to a nice Spatula
farmLifeGrandmasBestMexicanCombo69Desc,items,Item,KgNone,Learn how to make wonderful Mexican Combo 69
farmLifeTheWayToBakingSheetDesc,items,Item,KgNone,Forge your way to a nice Baking Sheet
farmLifeSriracha101Desc,items,Item,KgNone,Learn how to make wonderful Sriracha
farmLifeGrandmasBestAvocadoSpinachSaladDesc,items,Item,KgNone,Learn how to make wonderful Avocado Spinach Salad
farmLifeEvenIdiotsCanMake:SlicedOkraDesc,items,Item,KgNone,Learn how to make wonderful Sliced Okra
farmLifeRumpRoastStewJUSTDOIT!Desc,items,Item,KgNone,Learn how to make wonderful Rump Roast Stew
farmLifeTheWayToWhiteZinDesc,items,Item,KgNone,Learn how to make wonderful White Zin
farmLifeAdvanced-EnglishMuffinDesc,items,Item,KgNone,Learn how to make wonderful English Muffin
farmLifeTheBESTGroundVealever!Desc,items,Item,KgNone,Learn how to make wonderful Ground Veal
farmLifeMarinaraJUSTDOIT!Desc,items,Item,KgNone,Learn how to make wonderful Marinara
farmLifeSlicedGreenBell1-2-3sDesc,items,Item,KgNone,Learn how to make wonderful Sliced Green Bell
farmLifeHow-ToBoiledPenneDesc,items,Item,KgNone,Learn how to make wonderful Boiled Penne
farmLifeTheWayToSlicedYellowBellDesc,items,Item,KgNone,Learn how to make wonderful Sliced Yellow Bell
farmLifeSmokedChickenbystasis78Desc,items,Item,KgNone,Learn how to make wonderful Smoked Chicken
farmLifeEvenIdiotsCanMake:StillDesc,items,Item,KgNone,Forge your way to a nice Still
farmLifeHow-ToSakeNigiriDesc,items,Item,KgNone,Learn how to make wonderful Sake Nigiri
farmLifeCoffeeElkJerky-YOUCanTooDesc,items,Item,KgNone,Learn how to make wonderful Coffee Elk Jerky
farmLifeMakinganExpert:CookedBaconDesc,items,Item,KgNone,Learn how to make wonderful Cooked Bacon
farmLifeGrandmasBestMexicanCombo3Desc,items,Item,KgNone,Learn how to make wonderful Mexican Combo 3
farmLifeMakinganExpert:PinkRoseDesc,items,Item,KgNone,Learn how to make wonderful Pink Rose
farmLifeHow-ToHamburgerBunDesc,items,Item,KgNone,Learn how to make wonderful Hamburger Bun
farmLifeMastering:ChilledCucumberYogurtSoupDesc,items,Item,KgNone,Learn how to make wonderful Chilled Cucumber Yogurt Soup
farmLifeTheBESTDicedCarrotever!Desc,items,Item,KgNone,Learn how to make wonderful Diced Carrot
farmLifeTheBasics:BottleCapperDesc,items,Item,KgNone,Learn how to make wonderful Bottle Capper
farmLifeEvenIdiotsCanMake:RaspberryIceCreamDesc,items,Item,KgNone,Learn how to make wonderful Raspberry Ice Cream
farmLifeUnderstanding:AmericanFriesDesc,items,Item,KgNone,Learn how to make wonderful American Fries
farmLifePoachedEggs101Desc,items,Item,KgNone,Learn how to make wonderful Poached Eggs
farmLifeGritsForDumbfucksDesc,items,Item,KgNone,Learn how to make wonderful Grits
farmLifeGuideTo:NoriDesc,items,Item,KgNone,Learn how to make wonderful Nori
farmLifeMastering:BologneseSauceDesc,items,Item,KgNone,Learn how to make wonderful Bolognese Sauce
farmLifeKitchNaidVolume1Desc,items,Item,KgNone,A KitchNaid will make your Farm Life even better.
farmLifeCrunchyCelery1-2-3sDesc,items,Item,KgNone,Learn how to make wonderful Crunchy Celery
farmLifeTurkeyRack-AncientArtsDesc,items,Item,KgNone,Forge your way to a nice Turkey Rack
farmLifeMakinganExpert:DicedTomatosDesc,items,Item,KgNone,Learn how to make wonderful Diced Tomatos
farmLifeWheatBreadJUSTDOIT!Desc,items,Item,KgNone,Learn how to make wonderful Wheat Bread
farmLifeUnderstanding:GrainMillerDesc,items,Item,KgNone,Learn how to make wonderful Grain Miller
farmLifeBoiledSpaghettiJUSTDOIT!Desc,items,Item,KgNone,Learn how to make wonderful Boiled Spaghetti
farmLifeGrandmasBestRisottoDesc,items,Item,KgNone,Learn how to make wonderful Risotto
farmLifeRolandsBreakfast-YOUCanTooDesc,items,Item,KgNone,Learn how to make wonderful Roland's Breakfast
farmLifeUmeboshiJUSTDOIT!Desc,items,Item,KgNone,Learn how to make wonderful Umeboshi
farmLifeCheesePizzabystasis78Desc,items,Item,KgNone,Learn how to make wonderful Cheese Pizza
farmLifeChickenFeed-YOUCanTooDesc,items,Item,KgNone,Learn how to make wonderful Chicken Feed
farmLifeBestApproaches:PestoDesc,items,Item,KgNone,Learn how to make wonderful Pesto
farmLifeSlicedPearForDumbfucksDesc,items,Item,KgNone,Learn how to make wonderful Sliced Pear
farmLifeTheWhippedCreamMethodDesc,items,Item,KgNone,Learn how to make wonderful Whipped Cream
farmLifeSlicedSquashForDumbfucksDesc,items,Item,KgNone,Learn how to make wonderful Sliced Squash
farmLifeMastering:SlicedMushroomsDesc,items,Item,KgNone,Learn how to make wonderful Sliced Mushrooms
farmLifeBourbonbystasis78Desc,items,Item,KgNone,Learn how to make wonderful Bourbon
farmLifeTheCountryBoyBreakfastMethodDesc,items,Item,KgNone,Learn how to make wonderful Country Boy Breakfast
farmLifePlainKefir101Desc,items,Item,KgNone,Learn how to make wonderful Plain Kefir
farmLifeJoelsBreakfast-YOUCanTooDesc,items,Item,KgNone,Learn how to make wonderful Joel's Breakfast
farmLifeTheChoppedRomaineMethodDesc,items,Item,KgNone,Learn how to make wonderful Chopped Romaine
farmLifeEvenIdiotsCanMake:FlorentineOmeletteDesc,items,Item,KgNone,Learn how to make wonderful Florentine Omelette
farmLifeSlicedAvocado101Desc,items,Item,KgNone,Learn how to make wonderful Sliced Avocado
farmLifeMastering:BeetJuiceDesc,items,Item,KgNone,Learn how to make wonderful Beet Juice
farmLifeHow-ToSlicedHamDesc,items,Item,KgNone,Learn how to make wonderful Sliced Ham
farmLifeBrewStationVolume2Desc,items,Item,KgNone,A Brew Station will make your Farm Life even better.
farmLifeSpicyMayo-TechniquesDesc,items,Item,KgNone,Learn how to make wonderful Spicy Mayo
farmLifeTheBESTPyreXBakewareever!Desc,items,Item,KgNone,Forge your way to a nice PyreX Bakeware
farmLifeSpicyChickenWings1-2-3sDesc,items,Item,KgNone,Learn how to make wonderful Spicy Chicken Wings
farmLifeMakinganExpert:FloorCorkerDesc,items,Item,KgNone,Learn how to make wonderful Floor Corker
farmLifeTheBasics:OrangeJuiceDesc,items,Item,KgNone,Learn how to make wonderful Orange Juice
farmLifeVodka1-2-3sDesc,items,Item,KgNone,Learn how to make wonderful Vodka
farmLifeTheBESTRoastedBrusselsSproutsever!Desc,items,Item,KgNone,Learn how to make wonderful Roasted Brussels Sprouts
farmLifeSlicedApples1-2-3sDesc,items,Item,KgNone,Learn how to make wonderful Sliced Apples
farmLifeDenverOmelettebystasis78Desc,items,Item,KgNone,Learn how to make wonderful Denver Omelette
farmLifeTheBasics:ShreddedLettuceDesc,items,Item,KgNone,Learn how to make wonderful Shredded Lettuce 
farmLifeSmokerMatForDumbfucksDesc,items,Item,KgNone,Forge your way to a nice Smoker Mat
farmLifePenne-AncientArtsDesc,items,Item,KgNone,Learn how to make wonderful Penne
farmLifeTheWayToPizzaStoneDesc,items,Item,KgNone,Forge your way to a nice Pizza Stone
farmLifeAdvanced-SlicedJalapenoDesc,items,Item,KgNone,Learn how to make wonderful Sliced Jalapeno
farmLifeEvenIdiotsCanMake:SlicedRedBellDesc,items,Item,KgNone,Learn how to make wonderful Sliced Red Bell
farmLifeTheWayToPulledPorkDesc,items,Item,KgNone,Learn how to make wonderful Pulled Pork
farmLifeEverythingAbout:ClayPotDesc,items,Item,KgNone,Forge your way to a nice Clay Pot
farmLifeAdvanced-SauteedOnionsDesc,items,Item,KgNone,Learn how to make wonderful Sauteed Onions
farmLifeColdSmokerVolume1Desc,items,Item,KgNone,A Cold Smoker will make your Farm Life even better.
farmLifeTheBESTOakBarrelever!Desc,items,Item,KgNone,Learn how to make wonderful Oak Barrel
