Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish

Aged Bourbon,,item,Food,newKey,Aged Bourbon,,Gereifter Bourbon
farmLifeBeerIPADesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Bottle Capper on a Brew Station. Libations will get you going but please use responsibly. Death can occur from overuse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenutze das Kronkorkenwerkzeug in der Braustation. Bringt dich in Schwung, kann dich aber auch töten!"
Beer IPA Mash,,item,Food,newKey,Beer IPA Mash,,Imperialbiermaische
farmLifeBeerIPAMashDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Masher on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenutze den Stampfer im Brühkocher. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Beer IPA Raw,,item,Food,newKey,Beer IPA Raw,,Rohes Imperialbier
farmLifeBeerIPARawDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Carboy on a Brew Station. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenutze die Ballonflasche in der Braustation. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Beer IPA Wort,,item,Food,newKey,Beer IPA Wort,,Imperialbierwürze
farmLifeBeerIPAWortDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Boiler on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenutze den Kocher auf dem Brühkocher. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Beer Lager,,item,Food,newKey,Beer Lager,,Lagerbier
farmLifeBeerLagerDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Bottle Capper on a Brew Station. Libations will get you going but please use responsibly. Death can occur from overuse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenutze das Kronkorkenwerkzeug in der Braustation. Bringt dich in Schwung, kann dich aber auch töten!"
Beer Lager Mash,,item,Food,newKey,Beer Lager Mash,,Lagerbiermaische
farmLifeBeerLagerMashDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Masher on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenutze den Stampfer im Brühkocher. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Beer Lager Raw,,item,Food,newKey,Beer Lager Raw,,Rohes Lagerbier
farmLifeBeerLagerRawDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Carboy on a Brew Station. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenutze die Ballonflasche in der Braustation. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Beer Lager Wort,,item,Food,newKey,Beer Lager Wort,,Lagerbierwürze
farmLifeBeerLagerWortDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Boiler on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenutze den Kocher auf dem Brühkocher. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Beer Stout,,item,Food,newKey,Beer Stout,,Stoutbier
farmLifeBeerStoutDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Bottle Capper on a Brew Station. Libations will get you going but please use responsibly. Death can occur from overuse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenutze das Kronkorkenwerkzeug in der Braustation. Bringt dich in Schwung, kann dich aber auch töten!"
Beer Stout Mash,,item,Food,newKey,Beer Stout Mash,,Stoutbiermaische
farmLifeBeerStoutMashDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Masher on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenutze den Stampfer im Brühkocher. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Beer Stout Raw,,item,Food,newKey,Beer Stout Raw,,Rohes Stoutbier
farmLifeBeerStoutRawDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Carboy on a Brew Station. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenutze die Ballonflasche der Braustation. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Beer Stout Wort,,item,Food,newKey,Beer Stout Wort,,Stoutbierwürze
farmLifeBeerStoutWortDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Boiler on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenutze den Kocher im Brühkocher. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Beet,,item,Food,newKey,Beet,,Rübe
farmLifeBeetDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Beet Juice,,item,Food,newKey,Beet Juice,,Rübensaft
farmLifeBeetJuiceDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Veggie Attachment on a Kitchnaid. Yummy drink. Fill you up but wont slow you down.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenutze den Gemüseaufsatz für die Küchenmaschine. Ein leckeres Getränk."
Beet Salad,,item,Food,newKey,Beet Salat,,Rübensalat
farmLifeBeetSaladDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenutze das Damastmesser und das Hackbrett. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Beet Salad Step 1,,item,Food,newKey,Beet Salad Step 1,,Rübensalat (Stufe 1)
farmLifeBeetSaladStep1Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cooking Pot with a Gas Oven. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenutze den Kochtopf aus dem Gasofen. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Bell Pepper,,item,Food,newKey,Bell Pepper,,Paprika
farmLifeBeetDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Biscuit,,item,Food,newKey,Biscuit,,Biscuit
farmLifeBiscuitDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Baking Sheet on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenötigt das Backblech für den Gasofen. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Biscuit Step 1,,item,Food,newKey,Biscuit Step 1,,Biscuit (Schritt 1)
farmLifeBiscuitStep1Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Mixing Bowl on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenötigt Rührschüssel und Küchenmaschine. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Biscuit Step 2,,item,Food,newKey,Biscuit Step 2,,Biscuit (Schritt 2)
farmLifeBiscuitStep2Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Mixing Bowl on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenötigt Rührschüssel und Küchenmaschine. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Biscuit Step 3,,item,Food,newKey,Biscuit Step 3,,Biscuit (Schritt 3)
farmLifeBiscuitStep3Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Pizza Cutter on a Chopping Board. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nMit dem Pizzaschneider auf dem Hackbrett schneiden. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Biscuits and Gravy,,item,Food,newKey,Biscuits and Gravy,,Kekse mit Soße
farmLifeBiscuitsandGravyDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Bitter Hops,,item,Food,newKey,Bitter Hops,,Bitterhopfen
farmLifeBitterHopsDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Black Bean,,item,Food,newKey,Black Bean,,Schwarze Bohne
farmLifeBlackBeanDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Black Pepper,,item,Food,newKey,Black Pepper,,Schwarzer Pfeffer
farmLifeBlackPepperDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nAdds necessary flavor to many recipes.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nVerleiht vielen Rezepten die nötige Würze."
Black Pepper Corn,,item,Food,newKey,Black Pepper Corn,,Schwarze Pfefferkörner
farmLifeBlackPepperCornDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUsed for cooking. Can be scrapped into Black Pepper.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nWird zum Kochen verwendet. Kann zu Schwarzem Pfeffer verarbeitet werden."
Black Pepper Tin,,item,Food,newKey,Black Pepper Tin,,Schwarzer Pfeffer in der Dose
farmLifeBlackPepperTinDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nScrap me into Black Pepper.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nVerarbeite mich zu schwarzem Pfeffer!"
Blueberry Ice Cream,,item,Food,newKey,Blueberry Ice Cream,,Blaubeereis
farmLifeBlueberryIceCreamDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Ice Cream Bowl on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nVerwende den Eiscrememacher für die Küchenmaschine. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Boiled Egg Noodles,,item,Food,newKey,Boiled Egg Noodles,,Gekochte Eiernudeln
farmLifeBoiledEggNoodlesDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cooking Pot with a Gas Oven. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenötigt Kochtopf und Gasofen. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Boiled Linguini,,item,Food,newKey,Boiled Linguini,,Gekochte Linguini
farmLifeBoiledLinguiniDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cooking Pot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenötigt Kochtopf und Gasofen. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Boiled Penne,,item,Food,newKey,Boiled Penne,,Gekochte Penne
farmLifeBoiledPenneDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cooking Pot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenötigt Kochtopf und Gasofen. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Boiled Rigatoni,,item,Food,newKey,Boiled Rigatoni,,Gekochte Rigatoni
farmLifeBoiledRigatoniDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Boiled Spaghetti,,item,Food,newKey,Boiled Spaghett,,Gekochte Spaghetti
farmLifeBoiledSpaghettiDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cooking Pot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenötigt Kochtopf und Gasofen. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Boiler,,item,Food,newKey,Boiler,,Kocher
farmLifeBoilerDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Anvil on a Forge. The Boiler is a tool used in the Brew Cooker for crafting.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nWird in der Schmiede mit dem Amboss hergestellt. Der Kocher ist ein Werkzeug, welches im Brühkocher verwendet wird."
Bolognese Dish,,item,Food,newKey,Bolognese Dish,,Teller mit Bolognese
farmLifeBologneseDishDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cooking Pot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenötigt Kochtopf und Gasofen. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Bolognese Sauce,,item,Food,newKey,Bolognese Sauce,,Bolognesesauce
farmLifeBologneseSauceDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cooking Pot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenötigt Kochtopf und Gasofen. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Bolognese Sauce Step 1,,item,Food,newKey,Bolognese Sauce Step 1,,Bolognesesauce (Schritt 1)
farmLifeBologneseSauceStep1Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cooking Pot with a Gas Oven. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenötigt Kochtopf und Gasofen. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Bolognese Sauce Step 2,,item,Food,newKey,Bolognese Sauce Step 2,,Bolognesesauce (Schritt 2)
farmLifeBologneseSauceStep2Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cooking Pot with a Gas Oven. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenötigt Kochtopf und Gasofen. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
